Modelo-Tipo;Período comercial;cilindrada;cilindros;combustible;potencia Kwh;CVF;potencia CV;precio medio 2020
A6 AVANT 50 TDI Quattro Aut. 286;2018-;2967;6;D;210;19,85;286;58900
A6 AVANT 1.8 T (1998);1998-2001;1781;4;G;110;12,43;150;22600
A6 AVANT 1.8 T Tiptronic/Multitronic;1998-2001;1781;4;G;110;12,43;150;24000
A6 AVANT 1.8 T Quattro;1998-2001;1781;4;G;110;12,43;150;24800
A6 AVANT 1.8 T;2001-2004;1781;4;G;110;12,43;150;26000
A6 AVANT 1.8 T Quattro/Multitronic;2001-2004;1781;4;G;110;12,43;150;27900
A6 AVANT 1.8 TFSI Black line edition;2014-2018;1798;4;G;140;12,5;190;40800
A6 AVANT 1.8 TFSI ultra;2014-2018;1798;4;G;140;12,5;190;35800
A6 AVANT 1.8 TFSI ultra Black line edition;2014-2018;1798;4;G;140;12,5;190;42800
A6 AVANT 1.8 TFSI ultra S-Tronic;2014-2018;1798;4;G;140;12,5;190;37600
A6 AVANT 1.8 TFSI ultra S line edition;2014-2018;1798;4;G;140;12,5;190;41700
A6 AVANT 1.8 TFSI ultra S line edition S-Tronic;2014-2018;1798;4;G;140;12,5;190;43400
A6 AVANT 1.9 TDI;2001-2004;1896;4;D;96;12,9;131;28100
A6 AVANT 1.9 TDI Multitronic;2001-2004;1896;4;D;96;12,9;131;29600
A6 AVANT 2.0 TDI 136 CV Multitronic DPF;2005-2008;1968;4;D;100;13,19;136;32000
A6 AVANT 2.0 TDIe 136 CV DPF;2005-2008;1968;4;D;100;13,19;136;30100
A6 AVANT 2.0 TDI e;2008-2011;1968;4;D;100;13,19;136;31100
A6 AVANT 2.0 TDI e Corporate;2008-2011;1968;4;D;100;13,19;136;31900
A6 AVANT 2.0 TDI Multitronic;2008-2011;1968;4;D;100;13,19;136;33000
A6 AVANT 2.0 TDI Corporate Multitronic;2008-2011;1968;4;D;100;13,19;136;33900
A6 AVANT 2.0 TDI;2005-2008;1968;4;D;103;13,19;140;29700
A6 AVANT 2.0 TDI DPF;2005-2008;1968;4;D;103;13,19;140;30000
A6 AVANT 2.0 TDI Multitronic DPF;2005-2008;1968;4;D;103;13,19;140;31900
A6 AVANT 2.0 TDI Style;2005-2008;1968;4;D;103;13,19;140;31500
A6 AVANT 2.0 TDI Style DPF;2005-2008;1968;4;D;103;13,19;140;32000
A6 AVANT 2.0 TDI Style Multitr. DPF;2005-2008;1968;4;D;103;13,19;140;33800
A6 AVANT 2.0 TDI 170 CV DPF;2005-2008;1968;4;D;125;13,19;170;30900
A6 AVANT 2.0 TDI 170 CV Multitronic DPF;2005-2008;1968;4;D;125;13,19;170;32800
A6 AVANT 2.0 TDI 170;2008-2011;1968;4;D;125;13,19;170;31800
A6 AVANT 2.0 TDI Corporate 170;2008-2011;1968;4;D;125;13,19;170;32600
A6 AVANT 2.0 TDI Multitronic 170;2008-2011;1968;4;D;125;13,19;170;33800
A6 AVANT 2.0 TDI Corporate Multitronic 170;2008-2011;1968;4;D;125;13,19;170;34500
A6 AVANT 2.0 TDI;2011-2014;1968;4;D;130;13,19;177;34000
A6 AVANT 2.0 TDI S line edition;2011-2014;1968;4;D;130;13,19;177;39100
A6 AVANT 2.0 TDI Multitronic;2011-2014;1968;4;D;130;13,19;177;35900
A6 AVANT 2.0 TDI S line edition Multitronic;2011-2014;1968;4;D;130;13,19;177;41000
A6 AVANT 2.0 TDI Advanced Edition;2011-2014;1968;4;D;130;13,19;177;36700
A6 AVANT 2.0 TDI Advanced Edition Multitronic;2011-2014;1968;4;D;130;13,19;177;38600
A6 AVANT 2.0 TDI Ultra 190;2011-2014;1968;4;D;140;13,19;190;36100
A6 AVANT 2.0 TDI Ultra Advanced Edition 190;2011-2014;1968;4;D;140;13,19;190;40200
A6 AVANT 2.0 TDI Ultra S line edition 190;2011-2014;1968;4;D;140;13,19;190;43100
A6 AVANT 2.0 TDI Ultra S-Tronic 190;2011-2014;1968;4;D;140;13,19;190;38200
A6 AVANT 2.0 TDI Ultra S-Tronic Advanced Edition 190;2011-2014;1968;4;D;140;13,19;190;42200
A6 AVANT 2.0 TDI Ultra S-Tronic S line edition 190;2011-2014;1968;4;D;140;13,19;190;45100
A6 AVANT 2.0 TDI Ultra 150;2014-2018;1968;4;D;110;13,19;150;35600
A6 AVANT 2.0 TDI Ultra 150 (4.75);2014-2018;1968;4;D;110;13,19;150;39900
A6 AVANT 2.0 TDI Ultra Advanced Edition 150;2014-2018;1968;4;D;110;13,19;150;38400
A6 AVANT 2.0 TDI Ultra Advanced Edition 150 (4.75);2014-2018;1968;4;D;110;13,19;150;41400
A6 AVANT 2.0 TDI Ultra Advanced Edition S-Tronic 150;2014-2018;1968;4;D;110;13,19;150;40300
A6 AVANT 2.0 TDI Ultra Advanced Edition S-Tronic 150 (4.75);2014-2018;1968;4;D;110;13,19;150;43400
A6 AVANT 2.0 TDI Ultra Black line edition 150;2014-2018;1968;4;D;110;13,19;150;40700
A6 AVANT 2.0 TDI Ultra Black line edition S-Tronic 150;2014-2018;1968;4;D;110;13,19;150;42700
A6 AVANT 2.0 TDI Ultra S line edition 150;2014-2018;1968;4;D;110;13,19;150;41600
A6 AVANT 2.0 TDI Ultra S line edition 150 (4.75);2014-2018;1968;4;D;110;13,19;150;42000
A6 AVANT 2.0 TDI Ultra S line edition S-Tronic 150;2014-2018;1968;4;D;110;13,19;150;43500
A6 AVANT 2.0 TDI Ultra S line edition S-Tronic 150 (4.75);2014-2018;1968;4;D;110;13,19;150;44000
A6 AVANT 2.0 TDI Ultra S-Tronic 150;2014-2018;1968;4;D;110;13,19;150;37500
A6 AVANT 2.0 TDI Ultra S-Tronic 150 (4.75);2014-2018;1968;4;D;110;13,19;150;41900
A6 AVANT 2.0 TDI 177;2017-;1968;4;D;130;13,19;177;36600
A6 AVANT 2.0 TDI Aut. 177;2017-;1968;4;D;130;13,19;177;38600
A6 AVANT 2.0 TDI Advanced 177;2017-;1968;4;D;130;13,19;177;37100
A6 AVANT 2.0 TDI Advanced Aut. 177;2017-;1968;4;D;130;13,19;177;39100
A6 AVANT 2.0 TDI Ultra 190;2014-2018;1968;4;D;140;13,19;190;37200
A6 AVANT 2.0 TDI Ultra 190 (4.75);2014-2018;1968;4;D;140;13,19;190;38700
A6 AVANT 2.0 TDI Ultra Advanced S-Tronic 190 (4.75);2014-2018;1968;4;D;140;13,19;190;45200
A6 AVANT 2.0 TDI Ultra Advanced Edition 190;2014-2018;1968;4;D;140;13,19;190;40100
A6 AVANT 2.0 TDI Ultra Advanced Edition 190 (4.75);2014-2018;1968;4;D;140;13,19;190;41600
A6 AVANT 2.0 TDI Ultra Advanced Edition Quattro S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;44100
A6 AVANT 2.0 TDI Ultra Advanced Edition S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;41900
A6 AVANT 2.0 TDI Ultra Advanced Edition S-Tronic 190 (4.75);2014-2018;1968;4;D;140;13,19;190;43600
A6 AVANT 2.0 TDI Ultra Black line Edition 190;2014-2018;1968;4;D;140;13,19;190;44100
A6 AVANT 2.0 TDI Ultra Black line edition S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;44500
A6 AVANT 2.0 TDI Ultra Black line edition Quattro S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;47700
A6 AVANT 2.0 TDI Ultra Quattro S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;43700
A6 AVANT 2.0 TDI Ultra S line edition 190;2014-2018;1968;4;D;140;13,19;190;43200
A6 AVANT 2.0 TDI Ultra S line edition 190 (4.75);2014-2018;1968;4;D;140;13,19;190;44900
A6 AVANT 2.0 TDI Ultra S line edition Quattro S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;45600
A6 AVANT 2.0 TDI Ultra S line edition S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;45100
A6 AVANT 2.0 TDI Ultra S line edition S-Tronic 190 (4.75);2014-2018;1968;4;D;140;13,19;190;46900
A6 AVANT 2.0 TDI Ultra S-Tronic 190;2014-2018;1968;4;D;140;13,19;190;39100
A6 AVANT 2.0 TDI Ultra S-Tronic 190 (4.75);2014-2018;1968;4;D;140;13,19;190;40600
A6 AVANT 2.0 TFSI (2005);2005-2008;1984;4;G;125;13,26;170;29000
A6 AVANT 2.0 TFSI Multitronic (2005);2005-2008;1984;4;G;125;13,26;170;31700
A6 AVANT 2.0 TFSI Style;2005-2008;1984;4;G;125;13,26;170;30100
A6 AVANT 2.0 TFSI Style Mult.;2005-2008;1984;4;G;125;13,26;170;32000
A6 AVANT 2.0 TFSI;2008-2011;1984;4;G;125;13,26;170;30700
A6 AVANT 2.0 TFSI Corporate;2008-2011;1984;4;G;125;13,26;170;31400
A6 AVANT 2.0 TFSI Multitronic;2008-2011;1984;4;G;125;13,26;170;32600
A6 AVANT 2.0 TFSI Corporate Multitronic;2008-2011;1984;4;G;125;13,26;170;33400
A6 AVANT 2.0 TFSI (CO2 154);2011-2014;1984;4;G;132;13,26;180;33100
A6 AVANT 2.0 TFSI Multitronic;2011-2014;1984;4;G;132;13,26;180;35000
A6 AVANT 2.0 TFSI 180;2017-;1984;4;G;132;13,26;180;34500
A6 AVANT 2.0 TFSI Aut. 180;2017-;1984;4;G;132;13,26;180;36400
A6 AVANT 2.0 TFSI Black line edition Quattro;2014-2018;1984;4;G;185;13,26;252;49800
A6 AVANT 2.0 TFSI Black line edition S-Tronic;2014-2018;1984;4;G;185;13,26;252;47100
A6 AVANT 2.0 TFSI Quattro S-Tronic;2014-2018;1984;4;G;185;13,26;252;44600
A6 AVANT 2.0 TFSI Quattro S-Tronic (9.75);2014-2018;1984;4;G;185;13,26;252;48900
A6 AVANT 2.0 TFSI S-Tronic;2014-2018;1984;4;G;185;13,26;252;41600
A6 AVANT 2.0 TFSI S line edition Quattro S-Tronic;2014-2018;1984;4;G;185;13,26;252;47700
A6 AVANT 2.0 TFSI S line edition Quattro S-Tronic (9.75);2014-2018;1984;4;G;185;13,26;252;51200
A6 AVANT 2.0 TFSI S line edition S-Tronic;2014-2018;1984;4;G;185;13,26;252;47600
A6 Avant 2.0 40 TDI Design S tronic 7 vel.;2018-;1968;4;D;150;13,19;204;49700
A6 Avant 2.0 40 TDI S tronic 7 vel.;2018-;1968;4;D;150;13,19;204;47100
A6 Avant 2.0 40 TDI Sport S tronic 7 vel.;2018-;1968;4;D;150;13,19;204;49700
A6 AVANT 2.4 (1998);1998-2001;2393;6;G;121;17,45;165;25300
A6 AVANT 2.4 Tiptronic/Multitronic;1998-2001;2393;6;G;121;17,45;165;26600
A6 AVANT 2.4 Quattro;1998-2001;2393;6;G;121;17,45;165;27500
A6 AVANT 2.4 Quattro Tiptronic (1998);1998-2001;2393;6;G;121;17,45;165;28900
A6 AVANT 2.4;2001-2004;2393;6;G;125;17,45;170;28600
A6 AVANT 2.4 Quattro/Multitronic;2001-2004;2393;6;G;125;17,45;170;30500
A6 AVANT 2.4 Quattro Tiptronic;2001-2004;2393;6;G;125;17,45;170;32300
A6 AVANT 2.4 V6;2005-2008;2393;6;G;130;17,45;177;30700
A6 AVANT 2.4 V6 Multitronic/Quattro;2005-2008;2393;6;G;130;17,45;177;32900
A6 AVANT 2.4 V6 Style;2005-2008;2393;6;G;130;17,45;177;32800
A6 AVANT 2.4 V6 Style Multitronic;2005-2008;2393;6;G;130;17,45;177;34600
A6 AVANT 2.4 V6 Style Quattro;2005-2008;2393;6;G;130;17,45;177;35200
A6 AVANT 2.5 TDI;1994-1997;2461;5;D;85;16,49;116;21300
A6 AVANT 2.5 TDI 140CV;1994-1997;2461;5;D;103;16,49;140;24600
A6 AVANT 2.5 TDI 6vel;1998-2001;2496;6;D;114;17,89;155;27500
A6 AVANT 2.5 TDI Quattro 6vel/Tiptronic 5vel;1998-2001;2496;6;D;114;17,89;155;29500
A6 AVANT 2.5 TDI Quattro Tiptronic 5vel/Quattro 6vel 180CV;1998-2001;2496;6;D;114-132;17,89;155;31000
A6 AVANT 2.5 TDI Quattro Tiptronic 180CV;1998-2001;2496;6;D;132;17,89;180;32300
A6 AVANT 2.5 TDI (155CV);2001-2004;2496;6;D;114;17,89;155;30500
A6 AVANT 2.5 TDI Multitronic 155CV/TDI 163CV;2001-2004;2496;6;D;114-120;17,89;155;32000
A6 AVANT 2.5 TDI 163 Multitronic;2001-2004;2496;6;D;120;17,89;163;33700
A6 AVANT 2.5 TDI Quattro (180 CV);2001-2004;2496;6;D;132;17,89;180;35700
A6 AVANT 2.5 TDI Quattro Tiptronic (180 CV);2001-2004;2496;6;D;132;17,89;180;37300
A6 AVANT 2.6;1994-1997;2598;6;G;81;18,33;110;21300
A6 AVANT 2.7 Turbo;1998-2001;2671;6;G;169;18,64;230;28200
A6 AVANT 2.7 Turbo Tiptronic;1998-2001;2671;6;G;169;18,64;230;29100
A6 AVANT 2.7 Turbo Quattro;1998-2001;2671;6;G;169;18,64;230;29600
A6 AVANT 2.7 Turbo Quattro Tiptronic;1998-2001;2671;6;G;169;18,64;230;32000
A6 AVANT 2.7 T Quattro;2001-2004;2671;6;G;184;18,64;250;38000
A6 AVANT 2.7 T Quattro Tiptronic;2001-2004;2671;6;G;184;18,64;250;39600
A6 AVANT 2.7 TDI;2005-2008;2698;6;D;132;18,75;180;33700
A6 AVANT 2.7 TDI DPF 180cv;2005-2008;2698;6;D;132;18,75;180;34500
A6 AVANT 2.7 TDI Multitronic/Multitronic DPF;2005-2008;2698;6;D;132;18,75;180;37200
A6 AVANT 2.7 TDI Quattro Tiptronic;2005-2008;2698;6;D;132;18,75;180;38100
A6 AVANT 2.7 TDI Quattro Tiptronic DPF 180cv;2005-2008;2698;6;D;132;18,75;180;38600
A6 AVANT 2.7 TDI Style;2005-2008;2698;6;D;132;18,75;180;35800
A6 AVANT 2.7 TDI Style DPF;2005-2008;2698;6;D;132;18,75;180;36300
A6 AVANT 2.7 TDI Style Multitronic;2005-2008;2698;6;D;132;18,75;180;37700
A6 AVANT 2.7 TDI Style Multitronic DPF;2005-2008;2698;6;D;132;18,75;180;38300
A6 AVANT 2.7 TDI Style Quattro Tiptronic;2005-2008;2698;6;D;132;18,75;180;41200
A6 AVANT 2.7 TDI Style Quattro Tiptronic DPF;2005-2008;2698;6;D;132;18,75;180;41800
A6 AVANT 2.7 TDI DPF;2005-2008;2698;6;D;140;18,75;190;35800
A6AVANT 2.7 TDI Multitronic DPF;2005-2008;2698;6;D;140;18,75;190;37700
A6 AVANT 2.7 TDI Quattro Tiptronic DPF;2005-2008;2698;6;D;140;18,75;190;40100
A6 AVANT 2.7 TDI;2008-2011;2698;6;D;140;18,75;190;36900
A6 AVANT 2.7 TDI Corporate;2008-2011;2698;6;D;140;18,75;190;37800
A6 AVANT 2.7 TDI Multitronic;2008-2011;2698;6;D;140;18,75;190;38900
A6 AVANT 2.7 TDI Corporate Multitronic;2008-2011;2698;6;D;140;18,75;190;39900
A6 AVANT 2.7 TDI Quattro Multitronic;2008-2011;2698;6;D;140;18,75;190;41300
A6 AVANT 2.7 TDI Corporate Quattro Multitronic;2008-2011;2698;6;D;140;18,75;190;42200
A6 AVANT 2.8;1994-1997;2771;6;G;128-142;19,05;174;26000
A6 AVANT 2.8 (193CV);1998-2001;2771;6;G;142;19,05;193;28000
A6 AVANT 2.8 Tiptronic/Multitronic 6veloc;1998-2001;2771;6;G;142;19,05;193;29600
A6 AVANT 2.8 Quattro (193 CV);1998-2001;2771;6;G;142;19,05;193;30300
A6 AVANT 2.8 Quattro Tiptronic;1998-2001;2771;6;G;142;19,05;193;31700
A6 AVANT 2.8 FSI 190 CV;2005-2008;2773;6;G;140;19,06;190;31900
A6 AVANT 2.8 FSI 190 CV Multitronic;2005-2008;2773;6;G;140;19,06;190;33800
A6 AVANT 2.8 FSI;2005-2008;2773;6;G;155;19,06;210;33100
A6 AVANT 2.8 FSI Multitronic;2005-2008;2773;6;G;155;19,06;210;34800
A6 AVANT 2.8 FSI Quattro Tiptronic (2005);2005-2008;2773;6;G;155;19,06;210;38300
A6 AVANT 2.8 FSI Style;2005-2008;2773;6;G;155;19,06;210;35300
A6 AVANT 2.8 FSI Style Multitronic;2005-2008;2773;6;G;155;19,06;210;37200
A6 AVANT 2.8 FSI Style Quattro Tiptronic;2005-2008;2773;6;G;155;19,06;210;39500
A6 AVANT 2.8 FSI 220 CV Multitronic;2005-2008;2773;6;G;162;19,06;220;36700
A6 AVANT 2.8 FSI 220 CV Quattro Tiptronic;2005-2008;2773;6;G;162;19,06;220;39100
A6 AVANT 2.8 FSI 190;2008-2011;2773;6;G;140;19,06;190;32900
A6 AVANT 2.8 FSI Corporate;2008-2011;2773;6;G;140;19,06;190;33800
A6 AVANT 2.8 FSI Multitronic 190;2008-2011;2773;6;G;140;19,06;190;34800
A6 AVANT 2.8 FSI Corporate Multitronic;2008-2011;2773;6;G;140;19,06;190;35600
A6 AVANT 2.8 FSI Quattro 190;2008-2011;2773;6;G;140;19,06;190;35400
A6 AVANT 2.8 FSI Corporate Quattro;2008-2011;2773;6;G;140;19,06;190;36200
A6 AVANT 2.8 FSI Multitronic 220;2008-2011;2773;6;G;162;19,06;220;37900
A6 AVANT 2.8 FSI Corporate Multitronic 220;2008-2011;2773;6;G;162;19,06;220;38800
A6 AVANT 2.8 FSI Quattro Tiptronic;2008-2011;2773;6;G;162;19,06;220;40300
A6 AVANT 2.8 FSI Corporate Quattro Tiptronic 220;2008-2011;2773;6;G;162;19,06;220;41200
A6 AVANT 2.8 FSI;2011-2014;2773;6;G;150;19,06;204;36600
A6 AVANT 2.8 FSI Multitronic;2011-2014;2773;6;G;150;19,06;204;38500
A6 AVANT 2.8 FSI Quattro S-tronic;2011-2014;2773;6;G;150;19,06;204;41100
A6 AVANT 2.8 FSI;2017-;2773;6;G;150;19,06;204;39400
A6 AVANT 2.8 FSI Aut.;2017-;2773;6;G;150;19,06;204;41000
A6 AVANT 2.8 FSI Quattro Aut.;2017-;2773;6;G;150;19,06;204;43700
A6 AVANT 3.0 TDI Quattro;2005-2008;2967;6;D;165;19,85;224;38200
A6 AVANT 3.0 TDI Quattro DPF 224cv;2005-2008;2967;6;D;165;19,85;224;38800
A6 AVANT 3.0 TDI Quattro Tiptronic (2005);2005-2008;2967;6;D;165;19,85;224;39900
A6 AVANT 3.0 TDI Quattro Tiptronic DPF 224cv;2005-2008;2967;6;D;165;19,85;224;40600
A6 AVANT 3.0 TDI Quattro 233CV;2005-2008;2967;6;D;171;19,85;233;39800
A6 AVANT 3.0 TDI Quattro DPF 233CV;2005-2008;2967;6;D;171;19,85;233;40400
A6 AVANT 3.0 TDI Quattro Tiptronic 233CV;2005-2008;2967;6;D;171;19,85;233;41700
A6 AVANT 3.0 TDI Quattro Tiptronic DPF 233CV;2005-2008;2967;6;D;171;19,85;233;42400
A6 AVANT 3.0 TDI Style Quattro 233;2005-2008;2967;6;D;171;19,85;233;41800
A6 AVANT 3.0 TDI Style Quattro DPF 233;2005-2008;2967;6;D;171;19,85;233;42400
A6 AVANT 3.0 TDI Style Quattro Tiptronic 233;2005-2008;2967;6;D;171;19,85;233;43700
A6 AVANT 3.0 TDI Style Quattro Tiptronic DPF;2005-2008;2967;6;D;171;19,85;233;44200
A6 AVANT 3.0 TDI Quattro Tiptronic DPF;2005-2008;2967;6;D;176;19,85;239;42600
A6 AVANT 3.0 TDI Quattro DPF;2005-2008;2967;6;D;176;19,85;239;40800
A6 AVANT 3.0 TDI Quattro;2008-2011;2967;6;D;176;19,85;239;42100
A6 AVANT 3.0 TDI Corporate Quattro;2008-2011;2967;6;D;176;19,85;239;43200
A6 AVANT 3.0 TDI Quattro Tiptronic;2008-2011;2967;6;D;176;19,85;239;43900
A6 AVANT 3.0 TDI Corporate Quattro Tiptronic;2008-2011;2967;6;D;176;19,85;239;45000
A6 AVANT 3.0 TDI;2011-2014;2967;6;D;150;19,85;204;39300
A6 AVANT 3.0 TDI Advanced Edition;2011-2014;2967;6;D;150;19,85;204;43200
A6 AVANT 3.0 TDI S line edition;2011-2014;2967;6;D;150;19,85;204;44900
A6 AVANT 3.0 TDI Multitronic;2011-2014;2967;6;D;150;19,85;204;41200
A6 AVANT 3.0 TDI Advanced Edition Multitronic;2011-2014;2967;6;D;150;19,85;204;45200
A6 AVANT 3.0 TDI S line edition Multitronic;2011-2014;2967;6;D;150;19,85;204;46900
A6 AVANT 3.0 TDI Quattro S-tronic 204;2011-2014;2967;6;D;150;19,85;204;43800
A6 AVANT 3.0 TDI Advanced Edition Quattro S-tronic 204;2011-2014;2967;6;D;150;19,85;204;47900
A6 AVANT 3.0 TDI S line edition Quattro S-tronic 204;2011-2014;2967;6;D;150;19,85;204;49500
A6 AVANT 3.0 TDI Quattro S-tronic 245;2011-2014;2967;6;D;180;19,85;245;46700
A6 AVANT 3.0 TDI S line edition Quattro S-tronic 245;2011-2014;2967;6;D;180;19,85;245;53200
A6 AVANT 3.0 TDI CD Quattro S-tronic 245;2011-2014;2967;6;D;180;19,85;245;48200
A6 AVANT 3.0 TDI CD S line edition Quattro S-tronic 245;2011-2014;2967;6;D;180;19,85;245;54200
A6 AVANT 3.0 BiTDI Quattro Tiptronic 313;2011-2014;2967;6;D;230;19,85;313;51000
A6 AVANT 3.0 BiTDI S line edition Quattro Tiptronic 313;2011-2014;2967;6;D;230;19,85;313;57200
A6 AVANT 3.0 TDI 204;2017-;2967;6;D;150;19,85;204;42300
A6 AVANT 3.0 TDI Aut. 204;2017-;2967;6;D;150;19,85;204;43900
A6 AVANT 3.0 TDI Quattro Aut. 204;2017-;2967;6;D;150;19,85;204;46700
A6 AVANT 3.0 TDI Advanced Edition Quattro S tronic 218;2014-2018;2967;6;D;160;19,85;218;50200
A6 AVANT 3.0 TDI Advanced Edition S tronic 218 (4.75);2014-2018;2967;6;D;160;19,85;218;47600
A6 AVANT 3.0 TDI Advanced Edition S tronic 218;2014-2018;2967;6;D;160;19,85;218;48200
A6 AVANT 3.0 TDI Black line Edition Quattro S tronic 218;2014-2018;2967;6;D;160;19,85;218;53400
A6 AVANT 3.0 TDI Black line Edition S tronic 218;2014-2018;2967;6;D;160;19,85;218;50500
A6 AVANT 3.0 TDI Quattro S tronic 218;2014-2018;2967;6;D;160;19,85;218;48200
A6 AVANT 3.0 TDI S line Edition Quattro S tronic 218;2014-2018;2967;6;D;160;19,85;218;53500
A6 AVANT 3.0 TDI S line Edition S tronic 218 (4.75);2014-2018;2967;6;D;160;19,85;218;50900
A6 AVANT 3.0 TDI S line Edition S tronic 218;2014-2018;2967;6;D;160;19,85;218;51100
A6 AVANT 3.0 TDI S tronic 218 (4.75);2014-2018;2967;6;D;160;19,85;218;45500
A6 AVANT 3.0 TDI S tronic 218;2014-2018;2967;6;D;160;19,85;218;47400
A6 AVANT 3.0 TDI Quattro Aut. 245;2017-;2967;6;D;180;19,85;245;49800
A6 AVANT 3.0 TDI Black line Edition Quattro S tronic 272;2014-2018;2967;6;D;200;19,85;272;57100
A6 AVANT 3.0 TDI Quattro S tronic 272;2014-2018;2967;6;D;200;19,85;272;50700
A6 AVANT 3.0 TDI S line Edition Quattro S tronic 272;2014-;2967;6;D;200;19,85;272;57800
A6 AVANT 3.0 BiTDI Quattro Aut. 313;2017-;2967;6;D;230;19,85;313;53800
A6 AVANT 3.0 BiTDI Black line Edition Quattro Tiptronic 320;2014-2018;2967;6;D;236;19,85;320;63600
A6 AVANT 3.0 BiTDI Quattro Tiptronic 320;2014-2018;2967;6;D;236;19,85;320;56800
A6 AVANT 3.0 BiTDI S line Edition Quattro Tiptronic 320;2014-2018;2967;6;D;236;19,85;320;62300
A6 AVANT 3.0 BiTDI Competition Quattro Tiptronic 320;2014-2018;2967;6;D;240;19,85;326;67200
A6 AVANT 3.0;2001-2004;2976;6;G;162;19,89;220;32800
A6 AVANT 3.0 Quattro/Multitronic;2001-2004;2976;6;G;162;19,89;220;34600
A6 AVANT 3.0 Quattro TiptronIc;2001-2004;2976;6;G;162;19,89;220;36500
A6 AVANT 3.0 TFSI Quattro Tiptronic;2008-2011;2995;6;G;213;19,96;290;43900
A6 AVANT 3.0 TFSI Corporate Quattro Tiptronic;2008-2011;2995;6;G;213;19,96;290;45100
A6 AVANT 3.0 TFSI Quattro S-tronic;2011-2014;2995;6;G;221;19,96;300;46700
A6 AVANT 3.0 TFSI Quattro S-tronic 310;2011-2014;2995;6;G;228;19,96;310;47100
A6 AVANT 3.0 TFSI Quattro Aut.;2017-;2995;6;G;221;19,96;300;49700
A6 AVANT 3.0 TFSI Black line Edition Quattro S tronic;2014-2018;2995;6;G;245;19,96;333;58300
A6 AVANT 3.0 TFSI Quattro S tronic;2014-2018;2995;6;G;245;19,96;333;52000
A6 AVANT 3.0 TFSI S line Edition Quattro S tronic;2014-2018;2995;6;G;245;19,96;333;57300
A6 Avant 3.0 45 TDI Design quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;58000
A6 Avant 3.0 45 TDI Sport quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;58000
A6 Avant 3.0 50 TDI Design quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;61400
A6 Avant 3.0 50 TDI Sport quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;61400
A6 AVANT 3.2 V6 FSI;2005-2008;3123;6;G;187;20,47;254;36500
A6 AVANT 3.2 V6 FSI Quattro/Multitronic;2005-2008;3123;6;G;187;20,47;254;38700
A6 AVANT 3.2 V6 FSI Quattro Tiptronic;2005-2008;3123;6;G;187;20,47;254;40700
A6 AVANT 3.2 V6 FSI Style Multitronic;2005-2008;3123;6;G;187;20,47;254;33300
A6 AVANT 3.2 V6 FSI Style Quattro;2005-2008;3123;6;G;187;20,47;254;41400
A6 AVANT 3.2 V6 FSI Style Quattro Tiptronic;2005-2008;3123;6;G;187;20,47;254;43100
A6 AVANT 4.2 V8 Quattro Tiptronic;2005-2008;4163;8;G;247;27,29;335;54200
A6 AVANT 4.2 FSI Quattro 350CV;2005-2008;4163;8;G;258;27,29;350;55200
A6 AVANT 4.2 FSI Quattro Tiptronic (2005);2005-2008;4163;8;G;258;27,29;350;58200
A6 AVANT 4.2 FSI Style Quattro 350;2005-2008;4163;8;G;258;27,29;350;58100
A6 AVANT 4.2 FSI Quattro Tiptronic;2008-2011;4163;8;G;258;27,29;350;60000
A6 AVANT 4.2 FSI Corporate Quattro Tiptronic;2008-2011;4163;8;G;258;27,29;350;60300
A6 AVANT 4.2 Quattro Tiptronic (1998);1998-2001;4172;8;G;222;27,32;301;36900
A6 AVANT 4.2 Quattro Tiptronic;2001-2004;4172;8;G;222;27,32;301;38800
A6 AVANT S6 4.0 TFSI Quattro S-tronic;2011-2014;3993;8;G;309;26,61;420;69800
A6 AVANT S6 4.0 TFSI Aut.;2017-;3993;8;G;309;26,61;420;72000
A6 AVANT S6 4.0 TFSI Quattro S-tronic (2015);2014-2018;3993;8;G;331;26,61;450;73700
A6 AVANT S6 4.2 Quattro;1994-1997;4172;8;G;213;27,32;290;27200
A6 AVANT S6 4.2 Quattro Plus;1994-1997;4172;8;G;241;27,32;327;31000
A6 AVANT S6 Quattro;1998-2001;4172;8;G;250;27,32;340;36900
A6 AVANT S6 Quattro Triptronic;1998-2001;4172;8;G;250;27,32;340;38800
A6 AVANT S6 4.2 Quattro Triptronic;2001-2004;4172;8;G;250;27,32;340;42700
A6 AVANT S6 (2005);2005-2008;5204;10;G;320;34,11;435;68300
A6 AVANT S6 5.2 FSI V10 Quattro Tiptronic;2005-2008;5204;10;G;320;34,11;435;71100
A6 AVANT S6;2008-2011;5204;10;G;320;34,11;435;73300
A6 AVANT RS6 4.0 TFSI Quattro Tiptronic;2011-2014;3993;8;G;412;26,61;560;100200
